674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,ERROR,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,ERROR,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,None,1573473454965,0,0,0
674f58d8f09e951573473454965,22045,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,280,290,880590,Intel(R) Xeon(R) Processor @ 2.50GHz,2499,120,220,880850,4.14.133-97.112.amzn2.x86_64,881,1014.6,1573473454965,0,0,0
