4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,ERROR,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,ERROR,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,None,1573473459514,0,0,0
4af3931b6c6b621573473459514,22044,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,140,290,1643610,Intel(R) Xeon(R) Processor @ 2.50GHz,2500.006,390,280,1643570,4.14.133-97.112.amzn2.x86_64,1644,1823.0,1573473459514,0,0,0
